PTSDpubs ID,Study ID,Analysis Type,Treatment Name,Standardized Treatment Name,Intervention Group,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point,Diagnostic Change Definition Number,Diagnostic Change Definition,Percent Achieved Diagnostic Change,Diagnostic Change Numerator for Percent Achieved,Diagnostic Change Denominator for Percent Achieved,Clinically Meaningful Response Definition Number,Clinically Meaningful Response Definition,Percent Achieved Clinically Meaningful Response,Clinically Meaningful Response Numerator for Percent Achieved,Clinically Meaningful Response Denominator for Percent Achieved,Unique Row Identifier
1620168,elbarazi2022,ITT,Sertraline,Sertraline,B,Mixed effects models,Generalized estimating equation with logit link,12,1,"Diagnostic remission, CAPS (no further details)",0.22,11,48,,,,,,elbarazi2022_ITT_B_12_1
1620168,elbarazi2022,ITT,Sertraline,Sertraline,B,Mixed effects models,Generalized estimating equation with logit link,39,1,"Diagnostic remission, CAPS (no further details)",0.18,9,50,,,,,,elbarazi2022_ITT_B_39_1
1620168,elbarazi2022,ITT,Placebo,Placebo,C,Mixed effects models,Generalized estimating equation with logit link,0,1,"Diagnostic remission, CAPS (no further details)",0.02,1,39,,,,,,elbarazi2022_ITT_C_0_1
1620168,elbarazi2022,ITT,Placebo,Placebo,C,Mixed effects models,Generalized estimating equation with logit link,12,1,"Diagnostic remission, CAPS (no further details)",0.18,9,49,,,,,,elbarazi2022_ITT_C_12_1
1620168,elbarazi2022,ITT,Placebo,Placebo,C,Mixed effects models,Generalized estimating equation with logit link,39,1,"Diagnostic remission, CAPS (no further details)",0.22,11,48,,,,,,elbarazi2022_ITT_C_39_1
45003,engel2016,ITT,Centrally assisted collaborative telecare,Collaborative care,A,,,0,,,,,,1,>50% reduction in PDS score,0.25,73,292,engel2016_ITT_A_0_1
45003,engel2016,ITT,Re-Engineering Systems of Primary Care Treatment in the Military,Treatment as usual (TAU),B,,,0,,,,,,1,>50% reduction in PDS score,0.1701,49,288,engel2016_ITT_B_0_1
30661,everypalmer2024,Completer,EMDR + TAU,Eye Movement Desensitization and Reprocessing (EMDR),A,Complete case analysis,Chi-squared test,1,1,No longer meeting PTSD criteria on CAPS,0.583,7,12,,,,,,everypalmer2024_Completer_A_1_1
30661,everypalmer2024,Completer,EMDR + TAU,Eye Movement Desensitization and Reprocessing (EMDR),A,Complete case analysis,Chi-squared test,26,1,No longer meeting PTSD criteria on CAPS,0.833,10,12,,,,,,everypalmer2024_Completer_A_26_1
30661,everypalmer2024,Completer,TAU,Treatment as usual (TAU),B,Complete case analysis,Chi-squared test,1,1,No longer meeting PTSD criteria on CAPS,0.333,4,12,,,,,,everypalmer2024_Completer_B_1_1
30661,everypalmer2024,Completer,TAU,Treatment as usual (TAU),B,Complete case analysis,Chi-squared test,26,1,No longer meeting PTSD criteria on CAPS,0.636,7,11,,,,,,everypalmer2024_Completer_B_26_1
82073,falsetti2008,ITT,Multiple Channel Exposure Therapy,Exposure therapy,A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.73,,,1,CAPS score <65,0.68,,,falsetti2008_ITT_A_0_1
82073,falsetti2008,ITT,Multiple Channel Exposure Therapy,Exposure therapy,A,,,0,2,Not meeting criteria for PTSD according to SCID,0.75,,,,,,,,falsetti2008_ITT_A_0_2
82073,falsetti2008,ITT,Waitlist,Minimal attention,B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.26,,,1,CAPS score <65,0.36,,,falsetti2008_ITT_B_0_1
82073,falsetti2008,ITT,Waitlist,Minimal attention,B,,,0,2,Not meeting criteria for PTSD according to SCID,0.17,,,,,,,,falsetti2008_ITT_B_0_2
21968,fecteau1999,Completer,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting criteria for PTSD according to CAPS-2,0.5,5,10,1,RCI for CAPS-2 score ( ≥11.09 point decrease),0.8,8,10,fecteau1999_Completer_A_0_1
21968,fecteau1999,Completer,Waitlist,Waitlist,B,,,0,1,Not meeting criteria for PTSD according to CAPS-2,0,0,10,1,RCI for CAPS-2 score ( ≥11.09 point decrease),0.2,2,10,fecteau1999_Completer_B_0_1
42218,feder2014,ITT,Ketamine hydrochloride,Ketamine,A,,,0,,,,,,1,CGI-I,,,,feder2014_ITT_A_0_1
42218,feder2014,ITT,Midazolam,Midazolam,B,,,0,,,,,,1,CGI-I,,,,feder2014_ITT_B_0_1
1563573,feder2021,Completer,Ketamine,Ketamine,A,,Chi-square test,0,,,,,,1,≥30% improvement in CAPS-5,0.67,10,15,feder2021_Completer_A_0_1
1563573,feder2021,Completer,Placebo,Midazolam,B,,Chi-square test,0,,,,,,1,≥30% improvement in CAPS-5,0.2,3,15,feder2021_Completer_B_0_1
1622760,feder2023,ITT,Ketamine,Ketamine,A,No missing data,Chi-squared test,0,,,,,,1,≥30% improvement in CAPS-5 score,0.6667,10,15,feder2023_ITT_A_0_1
1622760,feder2023,ITT,Midazolam,midazolam,B,No missing data,Chi-squared test,0,,,,,,1,≥30% improvement in CAPS-5 score,0.2,3,15,feder2023_ITT_B_0_1
51941,feng2019,ITT,Sertraline + simulated TEAS,Sertraline + simulated transcutaneous electrical acupoint stimulation,A,,,0,1,CAPS score ≤20,0.0333,2,60,1,≥30% reduction on CAPS from baseline,0.6333,38,60,feng2019_ITT_A_0_1
51941,feng2019,ITT,CBT + simulated TEAS,Trauma-focused cognitive behavioral therapy (TF+CBT) + simulated transcutaneous electrical acupoint stimulation,B,,,0,1,CAPS score ≤20,0.0167,1,60,1,≥30% reduction on CAPS from baseline,0.6,36,60,feng2019_ITT_B_0_1
51941,feng2019,ITT,CBT + active TEAS,Trauma-focused cognitive behavioral therapy (TF+CBT) + active transcutaneous electrical acupoint stimulation,C,,,0,1,CAPS score ≤20,0.15,9,60,1,≥30% reduction on CAPS from baseline,0.85,51,60,feng2019_ITT_C_0_1
82117,feske2008,Completer,PE,Prolonged Exposure (PE),A,,,0,,,,,,1,RCI ≥1.96,0.6667,6,9,feske2008_Completer_A_0_1
82117,feske2008,Completer,PE,Prolonged Exposure (PE),A,,,0,,,,,,2,Reliable improvement and score moving from being statistically more likely to belong to the dysfunctional population distribution at pretest to the functional population distribution at posttest,0.6667,6,9,feske2008_Completer_A_0_2
82117,feske2008,Completer,PE,Prolonged Exposure (PE),A,,,8,,,,,,1,RCI ≥1.96,0.7778,7,9,feske2008_Completer_A_8_1
82117,feske2008,Completer,PE,Prolonged Exposure (PE),A,,,8,,,,,,2,Reliable improvement and score moving from being statistically more likely to belong to the dysfunctional population distribution at pretest to the functional population distribution at posttest,0.6667,6,9,feske2008_Completer_A_8_2
82117,feske2008,Completer,TAU,Supportive counseling,B,,,0,,,,,,1,RCI ≥1.96,0.25,3,12,feske2008_Completer_B_0_1
82117,feske2008,Completer,TAU,Supportive counseling,B,,,0,,,,,,2,Reliable improvement and score moving from being statistically more likely to belong to the dysfunctional population distribution at pretest to the functional population distribution at posttest,0.1667,2,12,feske2008_Completer_B_0_2
82117,feske2008,Completer,TAU,Supportive counseling,B,,,8,,,,,,1,RCI ≥1.96,0.25,3,12,feske2008_Completer_B_8_1
82117,feske2008,Completer,TAU,Supportive counseling,B,,,8,,,,,,2,Reliable improvement and score moving from being statistically more likely to belong to the dysfunctional population distribution at pretest to the functional population distribution at posttest,0.1667,2,12,feske2008_Completer_B_8_2
1624527,fine2023,,Trauma-focused intensive therapy + amygdala electrical finger print neurofeedback,Neurofeedback,A,,,0,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,fine2023_NA_A_0_1
1624527,fine2023,,Trauma-focused intensive therapy,Treatment as usual (TAU),B,,,0,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,fine2023_NA_B_0_1
2437,foa1991,Completer,SIT,Stress Inoculation Training (SIT),A,,,0,1,Not meeting criteria for PTSD according to DSM-III-R,0.5,7,14,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.7143,10,14,foa1991_Completer_A_0_1
2437,foa1991,Completer,SIT,Stress Inoculation Training (SIT),A,,,12,1,Not meeting criteria for PTSD according to DSM-III-R,0.5556,5,9,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.6667,6,9,foa1991_Completer_A_12_1
2437,foa1991,Completer,PE,Prolonged Exposure (PE),B,,,0,1,Not meeting criteria for PTSD according to DSM-III-R,0.4,4,10,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.4,4,10,foa1991_Completer_B_0_1
2437,foa1991,Completer,PE,Prolonged Exposure (PE),B,,,12,1,Not meeting criteria for PTSD according to DSM-III-R,0.5556,5,9,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.0556,5,9,foa1991_Completer_B_12_1
2437,foa1991,Completer,Supportive Counseling,Supportive counseling,C,,,0,1,Not meeting criteria for PTSD according to DSM-III-R,0.0909,1,11,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.1818,2,11,foa1991_Completer_C_0_1
2437,foa1991,Completer,Supportive Counseling,Supportive counseling,C,,,12,1,Not meeting criteria for PTSD according to DSM-III-R,0.4444,4,9,1,Posttreatment (followup) scores >2 standard deviations below mean of pretreatment sample,0.3333,3,9,foa1991_Completer_C_12_1
9724,foa1999,Completer,PE,Prolonged Exposure (PE),A,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.6522,15,23,1,PSS-I score <20,0.5652,13,23,foa1999_Completer_A_0_1
9724,foa1999,Completer,PE,Prolonged Exposure (PE),A,,,52,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.6522,15,23,1,PSS-I score <20,0.5217,12,23,foa1999_Completer_A_52_1
9724,foa1999,ITT,PE,Prolonged Exposure (PE),A,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.6,15,25,1,PSS-I score <20,0.52,13,23,foa1999_ITT_A_0_1
9724,foa1999,Completer,SIT,Stress Inoculation Training (SIT),B,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.5789,11,19,1,PSS-I score <20,0.4211,8,19,foa1999_Completer_B_0_1
9724,foa1999,Completer,SIT,Stress Inoculation Training (SIT),B,,,52,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.6842,13,19,1,PSS-I score <20,0.4211,8,19,foa1999_Completer_B_52_1
9724,foa1999,ITT,SIT,Stress Inoculation Training (SIT),B,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.4231,11,26,1,PSS-I score <20,0.3077,8,26,foa1999_ITT_B_0_1
9724,foa1999,Completer,PE + SIT,Prolonged Exposure (PE) + Stress Inoculation Training (SIT),C,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.5455,12,22,1,PSS-I score <20,0.3636,8,22,foa1999_Completer_C_0_1
9724,foa1999,Completer,PE + SIT,Prolonged Exposure (PE) + Stress Inoculation Training (SIT),C,,,52,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.6818,15,22,1,PSS-I score <20,0.3636,8,22,foa1999_Completer_C_52_1
9724,foa1999,ITT,PE + SIT,Prolonged Exposure (PE) + Stress Inoculation Training (SIT),C,,,0,1,No longer met diagnostic criteria for PTSD on the PSS-I,0.4,12,30,1,PSS-I score <20,0.2667,8,30,foa1999_ITT_C_0_1
40905,foa2013,ITT,PE + naltrexone,Prolonged Exposure (PE) + naltrexone,A,,,26,,,,,,1,≤10 on PSS-I at 6 months after end of treatment,0.7,,,foa2013_ITT_A_26_1
40905,foa2013,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,26,,,,,,1,≤10 on PSS-I at 6 months after end of treatment,0.55,,,foa2013_ITT_B_26_1
40905,foa2013,ITT,Supportive counseling + naltrexone,Supportive counseling + naltrexone,C,,,26,,,,,,1,≤10 on PSS-I at 6 months after end of treatment,0.439,,,foa2013_ITT_C_26_1
49595,foa2018,ITT,Massed PE Therapy,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_A_0_1
49595,foa2018,ITT,Massed PE Therapy,Prolonged Exposure (PE),A,,,12,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_A_12_1
49595,foa2018,ITT,Massed PE Therapy,Prolonged Exposure (PE),A,,,2,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_A_2_1
49595,foa2018,ITT,Massed PE Therapy,Prolonged Exposure (PE),A,,,26,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_A_26_1
49595,foa2018,"ITT; """"Hypothesis 1""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,"foa2018_ITT; """"Hypothesis 1""""_A_0_1"
49595,foa2018,"ITT; """"Hypothesis 1""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,2,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,"foa2018_ITT; """"Hypothesis 1""""_A_2_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to PSS-I,0.455,50,110,,,,,,"foa2018_ITT; """"Hypothesis 2""""_A_0_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,12,1,Not meeting criteria for PTSD according to PSS-I,0.428,47,110,,,,,,"foa2018_ITT; """"Hypothesis 2""""_A_12_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,2,1,Not meeting criteria for PTSD according to PSS-I,0.45,50,110,,,,,,"foa2018_ITT; """"Hypothesis 2""""_A_2_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Massed PE Therapy,Prolonged Exposure (PE),A,,,26,1,Not meeting criteria for PTSD according to PSS-I,0.397,44,110,,,,,,"foa2018_ITT; """"Hypothesis 2""""_A_26_1"
49595,foa2018,ITT,Spaced PE Therapy,Prolonged Exposure (PE),B,,,0,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_B_0_1
49595,foa2018,ITT,Spaced PE Therapy,Prolonged Exposure (PE),B,,,12,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_B_12_1
49595,foa2018,ITT,Spaced PE Therapy,Prolonged Exposure (PE),B,,,2,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_B_2_1
49595,foa2018,ITT,Spaced PE Therapy,Prolonged Exposure (PE),B,,,26,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_B_26_1
49595,foa2018,"ITT; """"Hypothesis 2""""",Spaced PE Therapy,Prolonged Exposure (PE),B,,,0,1,Not meeting criteria for PTSD according to PSS-I,0.486,52.974,109,,,,,,"foa2018_ITT; """"Hypothesis 2""""_B_0_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Spaced PE Therapy,Prolonged Exposure (PE),B,,,12,1,Not meeting criteria for PTSD according to PSS-I,0.433,47,109,,,,,,"foa2018_ITT; """"Hypothesis 2""""_B_12_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Spaced PE Therapy,Prolonged Exposure (PE),B,,,2,1,Not meeting criteria for PTSD according to PSS-I,0.477,52,109,,,,,,"foa2018_ITT; """"Hypothesis 2""""_B_2_1"
49595,foa2018,"ITT; """"Hypothesis 2""""",Spaced PE Therapy,Prolonged Exposure (PE),B,,,26,1,Not meeting criteria for PTSD according to PSS-I,0.373,41,109,,,,,,"foa2018_ITT; """"Hypothesis 2""""_B_26_1"
49595,foa2018,"ITT; """"Hypothesis 3""""",Spaced PE Therapy,Prolonged Exposure (PE),B,,,0,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,"foa2018_ITT; """"Hypothesis 3""""_B_0_1"
49595,foa2018,ITT,PCT,Present-Centered Therapy (PCT),C,,,0,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_C_0_1
49595,foa2018,ITT,PCT,Present-Centered Therapy (PCT),C,,,12,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_C_12_1
49595,foa2018,ITT,PCT,Present-Centered Therapy (PCT),C,,,2,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_C_2_1
49595,foa2018,ITT,PCT,Present-Centered Therapy (PCT),C,,,26,1,Not meeting criteria for PTSD according to PSS-I,,,,,,,,,foa2018_ITT_C_26_1
49595,foa2018,"ITT; """"Hypothesis 3""""",PCT,Present-Centered Therapy (PCT),C,,,0,1,Not meeting criteria for PTSD according to PSS-I,0.403,43,107,,,,,,"foa2018_ITT; """"Hypothesis 3""""_C_0_1"
48700,fonzo2017,ITT,PE,Prolonged Exposure (PE),A,,,0,1,CAPS ≤20,0.4,10,25,,,,,,fonzo2017_ITT_A_0_1
48700,fonzo2017,ITT,Waitlist,Waitlist,B,,,0,1,CAPS ≤20,0,0,26,,,,,,fonzo2017_ITT_B_0_1
38353,forbes2012,Completer,CPT,Cognitive Processing Therapy (CPT),A,,,0,1,Not meeting criteria for PTSD according to the CAPS using the 1(intensity)/2(frequency) rule,0.375,9,24,,,,,,forbes2012_Completer_A_0_1
38353,forbes2012,ITT,CPT,Cognitive Processing Therapy (CPT),A,,,0,,,,,,1,>12-point reduction in CAPS score,0.667,20,30,forbes2012_ITT_A_0_1
38353,forbes2012,ITT,CPT,Cognitive Processing Therapy (CPT),A,,,0,,,,,,2,Total CAPS score <20,0.269,,,forbes2012_ITT_A_0_2
38353,forbes2012,Completer,TAU,Psychotherapy as usual,B,,,0,1,Not meeting criteria for PTSD according to the CAPS using the 1(intensity)/2(frequency) rule,0.1304,3,23,,,,,,forbes2012_Completer_B_0_1
38353,forbes2012,ITT,TAU,Psychotherapy as usual,B,,,0,,,,,,1,>12-point reduction in CAPS score,0.3448,10,29,forbes2012_ITT_B_0_1
38353,forbes2012,ITT,TAU,Psychotherapy as usual,B,,,0,,,,,,2,Total CAPS score <20,0.0345,1,29,forbes2012_ITT_B_0_2
50258,ford2018,Completer,Trauma Affect Regulation: Guide for Education and Therapy,Trauma Affect Regulation: Guide for Education and Therapy,A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.5455,6,11,1,>12-point reduction on CAPS,0.7273,8,11,ford2018_Completer_A_0_1
50258,ford2018,Completer,Trauma Affect Regulation: Guide for Education and Therapy,Trauma Affect Regulation: Guide for Education and Therapy,A,,,16,,,,,,1,>12-point reduction on CAPS,0.375,3,8,ford2018_Completer_A_16_1
50258,ford2018,Completer,PE,Prolonged Exposure (PE),B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.6,3,5,1,>12-point reduction on CAPS,0.4,2,5,ford2018_Completer_B_0_1
50258,ford2018,Completer,PE,Prolonged Exposure (PE),B,,,16,,,,,,1,>12-point reduction on CAPS,0.4,2,5,ford2018_Completer_B_16_1
50424,franklin2017,ITT,Telehealth PE,Prolonged Exposure (PE),A,,,4,1,Not meeting criteria for PTSD according to CAPS,,,,,,,,,franklin2017_ITT_A_4_1
50424,franklin2017,ITT,Telehealth PE,Prolonged Exposure (PE),A,,,4,2,Not meeting criteria for PTSD according to DSM-IV-TR,1,3,3,,,,,,franklin2017_ITT_A_4_2
50424,franklin2017,ITT,PE delivered via computer-based teleconferencing,Prolonged Exposure (PE),B,,,4,1,Not meeting criteria for PTSD according to CAPS,0.333,1,3,,,,,,franklin2017_ITT_B_4_1
50424,franklin2017,ITT,PE delivered via computer-based teleconferencing,Prolonged Exposure (PE),B,,,4,2,Not meeting criteria for PTSD according to DSM-IV-TR,,,,,,,,,franklin2017_ITT_B_4_2
50424,franklin2017,ITT,TAU,Treatment as usual (TAU),C,,,4,1,Not meeting criteria for PTSD according to CAPS,0.286,2,7,,,,,,franklin2017_ITT_C_4_1
50424,franklin2017,ITT,TAU,Treatment as usual (TAU),C,,,4,2,Not meeting criteria for PTSD according to DSM-IV-TR,,,,,,,,,franklin2017_ITT_C_4_2
29522,friedman2007,ITT,Sertraline,Sertraline,A,,,0,,,,,,1,≥30% decrease in CAPS-2,0.3452,29,84,friedman2007_ITT_A_0_1
29522,friedman2007,ITT,Sertraline,Sertraline,A,,,0,,,,,,2,CGI-I score of 1 or 2,0.369,31,84,friedman2007_ITT_A_0_2
29522,friedman2007,ITT,Placebo,Placebo,B,,,0,,,,,,1,≥30% decrease in CAPS-2,0.4268,35,82,friedman2007_ITT_B_0_1
29522,friedman2007,ITT,Placebo,Placebo,B,,,0,,,,,,2,CGI-I score of 1 or 2,0.4146,34,82,friedman2007_ITT_B_0_2
1581869,fruchtmansteinbok2021,,Trauma-focused neurofeedback,Neurofeedback,A,Complete case,,0,1,Loss of PTSD diagnosis according to CAPS-5,,,,,,,,,fruchtmansteinbok2021_NA_A_0_1
1581869,fruchtmansteinbok2021,,Neutral neurofeedback,Neurofeedback,B,Complete case,,0,1,Loss of PTSD diagnosis according to CAPS-5,,,,,,,,,fruchtmansteinbok2021_NA_B_0_1
1581869,fruchtmansteinbok2021,,Control,Control,C,Complete case,,0,1,Loss of PTSD diagnosis according to CAPS-5,,,,,,,,,fruchtmansteinbok2021_NA_C_0_1
1549292,geronilla2016,ITT,Emotional Freedom Technique,Emotional Freedom Technique (EFT),A,,,0,1,PCL-M <50,0.963,26,27,,,,,,geronilla2016_ITT_A_0_1
1549292,geronilla2016,ITT,TAU waitlist,Waitlist,B,,,0,1,PCL-M <50,0.0909,2,22,,,,,,geronilla2016_ITT_B_0_1
