,PTSDpubs_ID,Study_ID,Analysis_Type,Treatment_Name,Standardized_Treatment_Name,Interv_Group,Missing_Data_Method,Stats_Analysis_Method,Assessment_Point,Diag_Change_Def_Num,Diag_Change_Definition,Percent_Diag_Change,Diag_Change_Numerator,Diag_Change_Denominator,Clin_Meaningful_Def_Num,Clin_Meaningful_Def,Pcnt_Clin_Meaningful_Resp,Clin_Meaningful_Numerator,Clin_Meaningful_Denominator,Row_ID,bad_data,any_outliers,potential_issues,Treatment_Name_Cleaned,Treatment_Category
1158,37261,schneier2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,2,CGI-C score of 1 or 2 (much improved or very much improved),0.3889,7.0,18.0,schneier2012_ITT_B_0_2,False,False,False,PE + placebo,Other
1159,44165,schneier2015,Completer,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0.0,,,,,,1,CAPS score < 20,0.6364,7.0,11.0,schneier2015_Completer_A_0_1,False,False,False,Mirtazapine augmentation,Other
1160,44165,schneier2015,Completer,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0.0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.9091,10.0,11.0,schneier2015_Completer_A_0_2,False,False,False,Mirtazapine augmentation,Other
1161,44165,schneier2015,ITT,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0.0,,,,,,1,CAPS score < 20,0.3889,7.0,18.0,schneier2015_ITT_A_0_1,False,False,False,Mirtazapine augmentation,Other
1162,44165,schneier2015,ITT,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0.0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.5556,10.0,18.0,schneier2015_ITT_A_0_2,False,False,False,Mirtazapine augmentation,Other
1163,44165,schneier2015,Completer,Placebo augmentation,Placebo augmentation,B,,,0.0,,,,,,1,CAPS score < 20,0.2222,2.0,9.0,schneier2015_Completer_B_0_1,False,False,False,Placebo augmentation,Other
1164,44165,schneier2015,Completer,Placebo augmentation,Placebo augmentation,B,,,0.0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.4444,4.0,9.0,schneier2015_Completer_B_0_2,False,False,False,Placebo augmentation,Other
1165,44165,schneier2015,ITT,Placebo augmentation,Placebo augmentation,B,,,0.0,,,,,,1,CAPS score < 20,0.1111,2.0,18.0,schneier2015_ITT_B_0_1,False,False,False,Placebo augmentation,Other
1166,44165,schneier2015,ITT,Placebo augmentation,Placebo augmentation,B,,,0.0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.2222,4.0,18.0,schneier2015_ITT_B_0_2,False,False,False,Placebo augmentation,Other
1167,23438,schnurr2003,Completer,Trauma-focused group therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0.0,,,,,,1,Decrease of ≥10 points on CAPS,0.49,,,schnurr2003_Completer_A_0_1,False,False,False,Trauma-focused group therapy,Other
1168,23438,schnurr2003,ITT,Trauma-focused group therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0.0,,,,,,1,Decrease of ≥10 points on CAPS,0.447,,,schnurr2003_ITT_A_0_1,False,False,False,Trauma-focused group therapy,Other
1169,23438,schnurr2003,Completer,Group PCT,Present-Centered Therapy (PCT),B,,,0.0,,,,,,1,Decrease of ≥10 points on CAPS,0.38,,,schnurr2003_Completer_B_0_1,False,False,False,Group PCT,Other
1170,23438,schnurr2003,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,0.0,,,,,,1,Decrease of ≥10 points on CAPS,0.432,,,schnurr2003_ITT_B_0_1,False,False,False,Group PCT,Other
1207,1561826,segal2020,Completer,Personalized Attention Control Therapy,Attention bias modification (ABM),A,Complete case analysis,Chi-squared test,0.0,1,Loss of CAPS-5 PTSD diagnosis,0.5,10.0,20.0,,,,,,segal2020_Completer_A_0_1,False,False,False,Personalized Attention Control Therapy,Other
1208,1561826,segal2020,Completer,Personalized Attention Control Therapy,Attention bias modification (ABM),A,Complete case analysis,Chi-squared test,12.0,1,Loss of CAPS-5 PTSD diagnosis,0.368,7.0,19.0,,,,,,segal2020_Completer_A_12_1,False,False,False,Personalized Attention Control Therapy,Other
1209,1561826,segal2020,Completer,Non-Personalized Attention Control Therapy,Attention bias modification (ABM),B,Complete case analysis,Chi-squared test,0.0,1,Loss of CAPS-5 PTSD diagnosis,0.278,5.0,18.0,,,,,,segal2020_Completer_B_0_1,False,False,False,Non-Personalized Attention Control Therapy,Other
1210,1561826,segal2020,Completer,Non-Personalized Attention Control Therapy,Attention bias modification (ABM),B,Complete case analysis,Chi-squared test,12.0,1,Loss of CAPS-5 PTSD diagnosis,0.5,9.0,18.0,,,,,,segal2020_Completer_B_12_1,False,False,False,Non-Personalized Attention Control Therapy,Other
1211,1561826,segal2020,Completer,Placebo training,Attention control,C,Complete case analysis,Chi-squared test,0.0,1,Loss of CAPS-5 PTSD diagnosis,0.3,6.0,20.0,,,,,,segal2020_Completer_C_0_1,False,False,False,Placebo training,Other
1212,1561826,segal2020,Completer,Placebo training,Attention control,C,Complete case analysis,Chi-squared test,12.0,1,Loss of CAPS-5 PTSD diagnosis,0.5,9.0,18.0,,,,,,segal2020_Completer_C_12_1,False,False,False,Placebo training,Other
1213,1626426,sele2023,ITT,STAIR Narrative Therapy,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Narrative Exposure Therapy (NET),A,,Chi-squared test,0.0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.11,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.19,,,sele2023_ITT_A_0_1,False,False,False,STAIR Narrative Therapy,Other
1214,1626426,sele2023,ITT,STAIR Narrative Therapy,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Narrative Exposure Therapy (NET),A,,Chi-squared test,0.0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.42,,,2,≥9 point decrease in ITQ score (reliable improvement),0.22,,,sele2023_ITT_A_0_2,False,False,False,STAIR Narrative Therapy,Other
1215,1626426,sele2023,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),B,,Chi-squared test,0.0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.18,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.18,,,sele2023_ITT_B_0_1,False,False,False,STAIR,Other
1216,1626426,sele2023,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),B,,Chi-squared test,0.0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.5,,,2,≥9 point decrease in ITQ score (reliable improvement),0.25,,,sele2023_ITT_B_0_2,False,False,False,STAIR,Other
1217,1626426,sele2023,ITT,PE,Prolonged Exposure (PE),C,,Chi-squared test,0.0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.43,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.33,,,sele2023_ITT_C_0_1,False,False,False,PE,PE
1218,1626426,sele2023,ITT,PE,Prolonged Exposure (PE),C,,Chi-squared test,0.0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.63,,,2,≥9 point decrease in ITQ score (reliable improvement),0.41,,,sele2023_ITT_C_0_2,False,False,False,PE,PE
1219,35572,seo2010,ITT,Mirtazapine,Mirtazapine,A,,,0.0,,,,,,1,≥30% reduction in CAPS-2 total score,0.7,14.0,20.0,seo2010_ITT_A_0_1,False,False,False,Mirtazapine,Other
1220,35572,seo2010,ITT,Paroxetine,Paroxetine,B,,,0.0,,,,,,1,≥30% reduction in CAPS-2 total score,0.85,17.0,20.0,seo2010_ITT_B_0_1,False,False,False,Paroxetine,Other
1221,30172,shea2023,Completer,Interpersonal psychotherapy (IPT),Interpersonal Psychotherapy (IPT),A,,,0.0,1,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <25,0.24,12.0,50.0,1,CAPS-5 score decrease ≥10 points,0.5,25.0,50.0,shea2023_Completer_A_0_1,False,False,False,Interpersonal psychotherapy (IPT),Other
1222,30172,shea2023,Completer,Interpersonal psychotherapy (IPT),Interpersonal Psychotherapy (IPT),A,,,0.0,2,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <12,0.04,2.0,50.0,,,,,,shea2023_Completer_A_0_2,False,False,False,Interpersonal psychotherapy (IPT),Other
1223,30172,shea2023,Completer,Prolonged exposure (PE),Prolonged Exposure (PE),B,,,0.0,1,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <25,0.28,9.0,32.0,1,CAPS-5 score decrease ≥10 points,0.31,10.0,32.0,shea2023_Completer_B_0_1,False,False,False,Prolonged exposure (PE),Other
1224,30172,shea2023,Completer,Prolonged exposure (PE),Prolonged Exposure (PE),B,,,0.0,2,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <12,0.13,,,,,,,,shea2023_Completer_B_0_2,False,False,False,Prolonged exposure (PE),Other
1225,30521,simon2008,ITT,PE + paroxetine controlled release,Prolonged Exposure (PE) + paroxetine,A,,,0.0,,,,,,1,SPRINT score <6,0.3333,3.0,9.0,simon2008_ITT_A_0_1,False,False,False,PE + paroxetine controlled release,Other
1226,30521,simon2008,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0.0,,,,,,1,SPRINT score <6,0.1429,2.0,14.0,simon2008_ITT_B_0_1,False,False,False,PE + placebo,Other
1227,1613818,simpson2022,Completer,Relapse prevention (RP),Relapse Prevention,A,,Chi-square exact test,0.0,1,CAPS-5 score <12,0.2143,6.0,28.0,,,,,,simpson2022_Completer_A_0_1,False,False,False,Relapse prevention (RP),Other
1228,1613818,simpson2022,Completer,CPT,Cognitive Processing Therapy (CPT),B,,Chi-square exact test,0.0,1,CAPS-5 score <12,0.3928,11.0,28.0,,,,,,simpson2022_Completer_B_0_1,False,False,False,CPT,CPT
1229,1613818,simpson2022,Completer,Assessment only (AO),Assessment,C,,Chi-square exact test,0.0,1,CAPS-5 score <12,0.0952,2.0,21.0,,,,,,simpson2022_Completer_C_0_1,False,False,False,Assessment only (AO),Other
1230,36171,sloan2011,Completer,Written emotional disclosure,Written narrative exposure,A,,,4.0,1,Not meeting criteria for PTSD according to PSS-I,0.3333,7.0,21.0,,,,,,sloan2011_Completer_A_4_1,False,False,False,Written emotional disclosure,Other
1231,36171,sloan2011,Completer,Control writing condition,Control writing,B,,,4.0,1,Not meeting criteria for PTSD according to PSS-I,0.22,,,,,,,,sloan2011_Completer_B_4_1,False,False,False,Control writing condition,Other
1232,39268,sloan2012,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,0.0,1,Not meeting criteria for PTSD according to CAPS,0.9545,21.0,22.0,1,≥12 point decrease in CAPS score,0.9545,21.0,22.0,sloan2012_ITT_A_0_1,False,False,False,Written exposure therapy,Other
1233,39268,sloan2012,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,12.0,1,Not meeting criteria for PTSD according to CAPS,1.0,22.0,22.0,1,≥12 point decrease in CAPS score,1.0,22.0,22.0,sloan2012_ITT_A_12_1,False,False,False,Written exposure therapy,Other
1234,39268,sloan2012,ITT,Waitlist,Waitlist,B,,,0.0,1,Not meeting criteria for PTSD according to CAPS,0.125,3.0,24.0,1,≥12 point decrease in CAPS score,0.0833,2.0,24.0,sloan2012_ITT_B_0_1,False,False,False,Waitlist,Waitlist
1235,39268,sloan2012,ITT,Waitlist,Waitlist,B,,,12.0,1,Not meeting criteria for PTSD according to CAPS,0.3333,8.0,24.0,1,≥12 point decrease in CAPS score,0.4583,11.0,24.0,sloan2012_ITT_B_12_1,False,False,False,Waitlist,Waitlist
1236,49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,12.0,1,Not meeting criteria for PTSD according to CAPS-5,0.4483,27.0,60.0,,,,,,sloan2018a_Completer_A_12_1,False,False,False,Written exposure therapy,Other
1237,49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,24.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5714,32.0,56.0,,,,,,sloan2018a_Completer_A_24_1,False,False,False,Written exposure therapy,Other
1238,49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,36.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5094,27.0,53.0,,,,,,sloan2018a_Completer_A_36_1,False,False,False,Written exposure therapy,Other
1239,49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,6.0,1,Not meeting criteria for PTSD according to CAPS-5,0.3051,18.0,59.0,,,,,,sloan2018a_Completer_A_6_1,False,False,False,Written exposure therapy,Other
1240,49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,12.0,1,Not meeting criteria for PTSD according to CAPS-5,0.45,26.0,58.0,,,,,,sloan2018a_ITT_A_12_1,False,False,False,Written exposure therapy,Other
1241,49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,24.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5614,32.0,57.0,,,,,,sloan2018a_ITT_A_24_1,False,False,False,Written exposure therapy,Other
1242,49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,36.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5185,28.0,54.0,,,,,,sloan2018a_ITT_A_36_1,False,False,False,Written exposure therapy,Other
1243,49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,6.0,1,Not meeting criteria for PTSD according to CAPS-5,0.2903,16.0,62.0,,,,,,sloan2018a_ITT_A_6_1,False,False,False,Written exposure therapy,Other
1244,49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,60.0,1,Not meeting criteria for PTSD according to CAPS-5,0.6842,39.0,57.0,,,,,,sloan2018a_ITT_A_60_1,False,False,False,Written exposure therapy,Other
1245,49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,12.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5676,21.0,37.0,,,,,,sloan2018a_Completer_B_12_1,False,False,False,CPT,CPT
1246,49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,24.0,1,Not meeting criteria for PTSD according to CAPS-5,0.6765,23.0,34.0,,,,,,sloan2018a_Completer_B_24_1,False,False,False,CPT,CPT
1247,49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,36.0,1,Not meeting criteria for PTSD according to CAPS-5,0.6757,25.0,37.0,,,,,,sloan2018a_Completer_B_36_1,False,False,False,CPT,CPT
1248,49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,6.0,1,Not meeting criteria for PTSD according to CAPS-5,0.2432,9.0,37.0,,,,,,sloan2018a_Completer_B_6_1,False,False,False,CPT,CPT
1249,49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,12.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5,26.0,52.0,,,,,,sloan2018a_ITT_B_12_1,False,False,False,CPT,CPT
1250,49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,24.0,1,Not meeting criteria for PTSD according to CAPS-5,0.6122,30.0,49.0,,,,,,sloan2018a_ITT_B_24_1,False,False,False,CPT,CPT
1251,49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,36.0,1,Not meeting criteria for PTSD according to CAPS-5,0.6078,31.0,51.0,,,,,,sloan2018a_ITT_B_36_1,False,False,False,CPT,CPT
1252,49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,6.0,1,Not meeting criteria for PTSD according to CAPS-5,0.2778,15.0,54.0,,,,,,sloan2018a_ITT_B_6_1,False,False,False,CPT,CPT
1253,49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,60.0,1,Not meeting criteria for PTSD according to CAPS-5,0.7358,39.0,53.0,,,,,,sloan2018a_ITT_B_60_1,False,False,False,CPT,CPT
1254,51291,sloan2018b,ITT,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.293,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.227,,,sloan2018b_ITT_A_0_1,False,False,False,Group CBT,Other
1255,51291,sloan2018b,ITT,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,12.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.346,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.333,,,sloan2018b_ITT_A_12_1,False,False,False,Group CBT,Other
1256,51291,sloan2018b,ITT,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.288,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.273,,,sloan2018b_ITT_A_26_1,False,False,False,Group CBT,Other
1257,51291,sloan2018b,ITT,Group CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,52.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.465,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.383,,,sloan2018b_ITT_A_52_1,False,False,False,Group CBT,Other
1258,51291,sloan2018b,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,0.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.227,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.227,,,sloan2018b_ITT_B_0_1,False,False,False,Group PCT,Other
1259,51291,sloan2018b,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,12.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.279,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.279,,,sloan2018b_ITT_B_12_1,False,False,False,Group PCT,Other
1260,51291,sloan2018b,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,26.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.321,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.309,,,sloan2018b_ITT_B_26_1,False,False,False,Group PCT,Other
1261,51291,sloan2018b,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,52.0,1,PTSD diagnostic status was established according to the DSM-5 diagnostic algorithm,0.337,,,1,CAPS-5 Reliable Change Index ( ≥13 point reduction),0.303,,,sloan2018b_ITT_B_52_1,False,False,False,Group PCT,Other
1262,1586434,sloan2022,ITT,CPT,Cognitive Processing Therapy (CPT),A,,Chi-square test,26.0,,,,,,1,CAPS-5 change ≥12 points,0.375,12.0,32.0,sloan2022_ITT_A_26_1,False,False,False,CPT,CPT
1263,1586434,sloan2022,ITT,WET,Written Exposure Therapy (WET),B,,Chi-square test,26.0,,,,,,1,CAPS-5 change ≥12 points,0.472,17.0,36.0,sloan2022_ITT_B_26_1,False,False,False,WET,Other
1264,1624550,sloan2023,Completer,Written exposure therapy (WET),Written Exposure Therapy (WET),A,,Chi-squared test,0.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5,33.0,66.0,,,,,,sloan2023_Completer_A_0_1,False,False,False,Written exposure therapy (WET),Other
1265,1624550,sloan2023,Completer,Written exposure therapy (WET),Written Exposure Therapy (WET),A,,Chi-squared test,10.0,1,Not meeting criteria for PTSD according to CAPS-5,0.411,23.0,56.0,,,,,,sloan2023_Completer_A_10_1,False,False,False,Written exposure therapy (WET),Other
1266,1624550,sloan2023,ITT,Written exposure therapy (WET),Written Exposure Therapy (WET),A,,Chi-squared test,0.0,1,Not meeting criteria for PTSD according to CAPS-5,0.5,34.0,68.0,,,,,,sloan2023_ITT_A_0_1,False,False,False,Written exposure therapy (WET),Other
1267,1624550,sloan2023,ITT,Written exposure therapy (WET),Written Exposure Therapy (WET),A,,Chi-squared test,10.0,1,Not meeting criteria for PTSD according to CAPS-5,0.397,23.0,58.0,,,,,,sloan2023_ITT_A_10_1,False,False,False,Written exposure therapy (WET),Other
1268,1624550,sloan2023,Completer,Prolonged exposure therapy (PE),Prolonged Exposure (PE),B,,Chi-squared test,0.0,1,Not meeting criteria for PTSD according to CAPS-5,0.565,26.0,46.0,,,,,,sloan2023_Completer_B_0_1,False,False,False,Prolonged exposure therapy (PE),Other
1269,1624550,sloan2023,Completer,Prolonged exposure therapy (PE),Prolonged Exposure (PE),B,,Chi-squared test,10.0,1,Not meeting criteria for PTSD according to CAPS-5,0.435,20.0,46.0,,,,,,sloan2023_Completer_B_10_1,False,False,False,Prolonged exposure therapy (PE),Other
1270,1624550,sloan2023,ITT,Prolonged exposure therapy (PE),Prolonged Exposure (PE),B,,Chi-squared test,0.0,1,Not meeting criteria for PTSD according to CAPS-5,0.466,27.0,58.0,,,,,,sloan2023_ITT_B_0_1,False,False,False,Prolonged exposure therapy (PE),Other
1271,1624550,sloan2023,ITT,Prolonged exposure therapy (PE),Prolonged Exposure (PE),B,,Chi-squared test,10.0,1,Not meeting criteria for PTSD according to CAPS-5,0.4,22.0,55.0,,,,,,sloan2023_ITT_B_10_1,False,False,False,Prolonged exposure therapy (PE),Other
1272,16085,smajkic2001,Completer,Sertraline,Sertraline,A,,,0.0,1,Not meeting criteria for PTSD according to PSS,0.0,0.0,15.0,,,,,,smajkic2001_Completer_A_0_1,False,False,False,Sertraline,Other
1273,16085,smajkic2001,Completer,Paroxetine,Paroxetine,B,,,0.0,1,Not meeting criteria for PTSD according to PSS,0.0,0.0,12.0,,,,,,smajkic2001_Completer_B_0_1,False,False,False,Paroxetine,Other
1274,16085,smajkic2001,Completer,Venlafaxine,Venlafaxine,C,,,0.0,1,Not meeting criteria for PTSD according to PSS,0.0,0.0,5.0,,,,,,smajkic2001_Completer_C_0_1,False,False,False,Venlafaxine,Other
1275,42408,spence2014,ITT,"Non-exposure, internet-delivered CBT",Internet-based facilitated self-help,A,,,0.0,1,Not meeting criteria for PTSD according to the PSS-I,0.3788,25.0,66.0,,,,,,spence2014_ITT_A_0_1,False,False,False,"Non-exposure, internet-delivered CBT",Other
1276,42408,spence2014,ITT,"Non-exposure, internet-delivered CBT",Internet-based facilitated self-help,A,,,12.0,1,Not meeting criteria for PTSD according to the PSS-I,0.4394,29.0,66.0,,,,,,spence2014_ITT_A_12_1,False,False,False,"Non-exposure, internet-delivered CBT",Other
1277,42408,spence2014,ITT,Internet-delivered CBT,Internet-based facilitated self-help,B,,,0.0,1,Not meeting criteria for PTSD according to the PSS-I,0.322,19.0,59.0,,,,,,spence2014_ITT_B_0_1,False,False,False,Internet-delivered CBT,Other
1278,42408,spence2014,ITT,Internet-delivered CBT,Internet-based facilitated self-help,B,,,12.0,1,Not meeting criteria for PTSD according to the PSS-I,0.339,20.0,59.0,,,,,,spence2014_ITT_B_12_1,False,False,False,Internet-delivered CBT,Other
1279,24689,stein2002,ITT,Olanzapine augmentation,Olanzapine augmentation,A,,,0.0,,,,,,1,"CGI severity score """"much improved"""" or """"very much improved"""" relative to baseline",0.3,3.0,10.0,stein2002_ITT_A_0_1,False,False,False,Olanzapine augmentation,Other
1280,24689,stein2002,ITT,Placebo augmentation,Placebo augmentation,B,,,0.0,,,,,,1,"CGI severity score """"much improved"""" or """"very much improved"""" relative to baseline",0.1111,1.0,9.0,stein2002_ITT_B_0_1,False,False,False,Placebo augmentation,Other
1281,1574095,stein2021,ITT,Losartan,Losartan,A,Mixed effects models,Generalized estimating equation model for binary data,0.0,,,,,,1,CGI-I score of 1 or 2,0.586,,,stein2021_ITT_A_0_1,False,False,False,Losartan,Other
1282,1574095,stein2021,ITT,Losartan,Losartan,A,Mixed effects models,Generalized estimating equation model for binary data,0.0,,,,,,2,CGI-I score of 1,0.138,,,stein2021_ITT_A_0_2,False,False,False,Losartan,Other
1283,1574095,stein2021,ITT,Placebo,Placebo,B,Mixed effects models,Generalized estimating equation model for binary data,0.0,,,,,,1,CGI-I score of 1 or 2,0.579,,,stein2021_ITT_B_0_1,False,False,False,Placebo,Other
1284,1574095,stein2021,ITT,Placebo,Placebo,B,Mixed effects models,Generalized estimating equation model for binary data,0.0,,,,,,2,CGI-I score of 1,0.158,,,stein2021_ITT_B_0_2,False,False,False,Placebo,Other
1307,45144,steinert2016,Completer,Resource-oriented trauma therapy,Coping skills treatment,A,,,0.0,1,Not meeting criteria for PTSD according to HTQ for DSM-IV,0.9592,47.0,49.0,,,,,,steinert2016_Completer_A_0_1,False,False,False,Resource-oriented trauma therapy,Other
1308,45144,steinert2016,Completer,Waitlist,Waitlist,B,,,0.0,1,Not meeting criteria for PTSD according to HTQ for DSM-IV,0.7586,22.0,29.0,,,,,,steinert2016_Completer_B_0_1,False,False,False,Waitlist,Waitlist
1309,46540,stenmark2013,Completer,NET,Narrative Exposure Therapy (NET),A,,,0.0,1,Not meeting criteria for PTSD according to CAPS,0.4242,14.0,33.0,,,,,,stenmark2013_Completer_A_0_1,False,False,False,NET,NET
1310,46540,stenmark2013,Completer,NET,Narrative Exposure Therapy (NET),A,,,26.0,1,Not meeting criteria for PTSD according to CAPS,0.4545,15.0,33.0,1,CAPS score decrease by ≥2 SD of pre-test score,0.6061,20.0,33.0,stenmark2013_Completer_A_26_1,False,False,False,NET,NET
1311,46540,stenmark2013,Completer,TAU,Supportive counseling,B,,,0.0,1,Not meeting criteria for PTSD according to CAPS,0.0,0.0,21.0,,,,,,stenmark2013_Completer_B_0_1,False,False,False,TAU,TAU
1312,46540,stenmark2013,Completer,TAU,Supportive counseling,B,,,26.0,1,Not meeting criteria for PTSD according to CAPS,0.1905,4.0,21.0,1,CAPS score decrease by ≥2 SD of pre-test score,0.0476,1.0,21.0,stenmark2013_Completer_B_26_1,False,False,False,TAU,TAU
1313,1584985,steuwe2021,Completer,Narrative exposure therapy,Narrative Exposure Therapy (NET),A,,Chi-square test,52.0,1,Not meeting PTSD criteria on CAPS,0.333,,,1,Reduction of ≥ 30 points on CAPS score,0.4,10.0,25.0,steuwe2021_Completer_A_52_1,False,False,False,Narrative exposure therapy,Other
1314,1584985,steuwe2021,ITT,Narrative exposure therapy,Narrative Exposure Therapy (NET),A,,Chi-square test,52.0,1,Not meeting PTSD criteria on CAPS,0.32,,,1,Reduction of ≥ 30 points on CAPS score,0.375,,,steuwe2021_ITT_A_52_1,False,False,False,Narrative exposure therapy,Other
1315,1584985,steuwe2021,Completer,Dialectic behavior therapy,Dialectical Behavior Therapy (DBT),B,,Chi-square test,52.0,1,Not meeting PTSD criteria on CAPS,0.062,1.0,16.0,1,Reduction of ≥ 30 points on CAPS score,0.125,2.0,16.0,steuwe2021_Completer_B_52_1,False,False,False,Dialectic behavior therapy,Other
1316,1584985,steuwe2021,ITT,Dialectic behavior therapy,Dialectical Behavior Therapy (DBT),B,,Chi-square test,52.0,1,Not meeting PTSD criteria on CAPS,0.091,,,1,Reduction of ≥ 30 points on CAPS score,0.182,,,steuwe2021_ITT_B_52_1,False,False,False,Dialectic behavior therapy,Other
1317,1626031,sturt2023,Completer,Reconsolidation of Traumatic Memories,Reconsolidation of Traumatic Memories (RTM),A,,"descriptive only, proportions with 95% CI provided without numerator;  both arms analyzed at 20 weeks post-randomization (16 to 17 weeks after end of treatment for arm A [RTM, entered as 16 weeks] and at least 2 weeks after end of treatment for arm B [TF-CBT, entered as 2 weeks])",16.0,,,,,,1,≥10-point reduction in the PCL-5,0.4847,,29.0,sturt2023_Completer_A_16_1,False,False,False,Reconsolidation of Traumatic Memories,Other
